,ref ID,curveID,Name of compound,compound class,pKa,charge,C0(ng/L),C0,E,S,A,B,V,L,pzc,mp_ratio,BET,material type,product name,pH,DOC,UV254,matrix name,matrix_type,logBV10,logub,loglb,scenario,EBCT,Tanimoto,PFAS,chain_l,PD,CD,long,short_chain,y,yub,ylb,flag,notes
340,19,2,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.27,0.859796438,933,bituminous coal,calgon F400,7.56,2.7,0.0259,well water,groundwater,4.057543453,4.077227014,4.036925245,pilot,10,0.093959732,1,6,0,0,1,1,4.057543453,4.077227014,4.036925245,0,NA
341,19,12,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7.56,2.7,0.0259,well water,groundwater,4.015218498,4.098858255,3.911533704,pilot,10,0.093959732,1,6,0,0,1,1,4.015218498,4.098858255,3.911533704,0,NA
342,19,32,PFHxA,PFASs,NA,-1,18.4,0.0184,-0.77,-0.15,0.46,0.33,1.2231,2.453,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,3.911076503,4.02134515,3.762917585,pilot,10,0.093959732,1,6,0,0,1,1,3.911076503,4.02134515,3.762917585,0,NA
361,50,3,PFHxA,PFASs,NA,-1,25.40833333,0.02541,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.529133248,3.648203239,3.364546789,pilot column 10,10,NA,1,6,0,0,1,1,3.529133248,3.648203239,3.364546789,0,NA
362,50,13,PFHxA,PFASs,NA,-1,25.40833333,0.025408333,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.783979294,3.798139919,3.769341339,pilot column 11,10,NA,1,6,0,0,1,1,3.783979294,3.798139919,3.769341339,0,NA
363,50,18,PFHxA,PFASs,NA,-1,25.40833333,0.02541,-0.77,-0.15,0.46,0.33,1.2231,2.453,7,0.277777778,575,lignite coal,Hydrodarco 4000,5.7,2.1,0.019,combined filter effluent,surface water,3.411371726,3.516965503,3.271562688,pilot column 12,10,NA,1,6,0,0,1,1,3.411371726,3.516965503,3.271562688,0,NA
112,52,NA,PFHxA,PFASs,-0.78,-1,132.5,0.1325,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.582381577,NA,NA,PD-rssct,7.5,0.093959732,1,6,1,0,0,NA,4.191401585,NA,NA,0,corrected
118,52,NA,PFHxA,PFASs,-0.78,-1,132.5,0.1325,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.68897124,NA,NA,PD-rssct,13,0.093959732,1,6,1,0,0,NA,4.276673315,NA,NA,0,corrected
385,57,2,PFHxA,PFASs,NA,-1,219.8333333,0.219833333,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.8,0.724304716,1468,bituminous coal,Norit 1242,6,2.02,0.032,OWASA,surface water,4.151234192,4.243259456,4.03431656,pilot,7,NA,1,NA,0,0,1,NA,4.151234192,4.243259456,4.03431656,0,"PSDM fit, added"
389,58,NA,PFHxA,PFASs,NA,-1,154.2,0.1542,-0.77,-0.15,0.46,0.33,1.2231,2.453,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.492760389,NA,NA,full,13,NA,NA,NA,0,0,1,NA,4.492760389,NA,NA,0,added
200,61,19,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.574646175,4.58255268,4.566593055,"20min, LC",20,NA,1,6,0,1,0,1,4.185213263,4.191538467,4.178770767,0,NA
201,61,20,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.366487473,4.398359122,4.332090288,"10min, LC",10,NA,1,6,0,1,0,1,4.018686301,4.044183621,3.991168553,0,NA
202,61,21,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.28720112,4.313770477,4.258899762,"5min, LC",5,NA,1,6,0,1,0,1,3.955257219,3.976512705,3.932616132,0,NA
203,61,22,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.664610934,4.69283411,4.634425373,"5min, LC",5,NA,1,6,0,1,0,1,4.257185071,4.279763611,4.233036621,0,NA
204,61,23,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,10,0.580645161,788,reactivated,CMR400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.534306322,4.595206853,4.463450868,"5min, LC",5,NA,1,6,0,1,0,1,4.15294138,4.201661805,4.096257017,0,NA
205,61,24,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.05,0.707317073,767,bituminous coal,HPC,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.38161406,4.413027625,4.347749864,"5min, LC",5,NA,1,6,0,1,0,1,4.030787571,4.055918423,4.003696215,0,NA
206,61,25,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,7.05,0.7,755,bituminous coal,Carbsorb40,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.391638783,4.398362927,4.389365251,"5min, LC",5,NA,1,6,0,1,0,1,4.038807349,4.044186665,4.036988524,0,NA
207,61,40,PFHxA,PFASs,NA,-1,370,0.37,-0.77,-0.15,0.46,0.33,1.2231,2.453,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.167205978,4.236325118,4.084965072,"5min, LC",5,NA,1,6,0,1,0,1,3.859261106,3.914556417,3.79346838,0,NA
343,19,38,PFHxS,PFASs,-3.32,-1,42,0.042,-0.5,0.49,0.31,0.75,1.5237,4.102,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,3.979418419,4.049971402,3.89513766,pilot,10,0.122302158,1,6,0,0,1,1,3.979418419,4.049971402,3.89513766,0,NA
113,52,NA,PFHxS,PFASs,-3.32,-1,54,0.054,-0.5,0.49,0.31,0.75,1.5237,4.102,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.96310753,NA,NA,PD-rssct,7.5,0.122302158,1,6,1,0,0,NA,4.495982347,NA,NA,0,corrected
119,52,NA,PFHxS,PFASs,-3.32,-1,54,0.054,-0.5,0.49,0.31,0.75,1.5237,4.102,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.905169614,NA,NA,PD-rssct,13,0.122302158,1,6,1,0,0,NA,4.449632014,NA,NA,0,corrected
380,57,8,PFHxS,PFASs,-3.32,-1,222.3888889,0.2224,-0.5,0.49,0.31,0.75,1.5237,4.102,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.56089535,4.640303654,4.463644527,pilot,7,0.122302158,1,6,0,0,1,NA,4.56089535,4.640303654,4.463644527,0,PSDM fit
364,50,8,PFMOAA,PFASs,0.99,-1,1572.5,1.5725,-0.37,0.47,0.46,0.53,0.7529,1.446,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.424876094,3.478355394,3.36387414,pilot column 10,10,NA,1,3,0,0,1,1,3.424876094,3.478355394,3.36387414,0,NA
365,50,31,PFMOAA,PFASs,0.99,-1,1572.5,1.5725,-0.37,0.47,0.46,0.53,0.7529,1.446,7.4,0.166666667,963,bituminous coal,Norit GAC 400,5.7,2.1,0.019,combined filter effluent,surface water,3.567310642,3.574251837,3.560256703,pilot column 13,10,NA,1,3,0,0,1,1,3.567310642,3.574251837,3.560256703,0,NA
381,57,5,PFNA,PFASs,-6.51,-1,246.6666667,0.2467,-1.03,-0.51,0.46,0.33,1.752,3.719,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.409104653,4.422176753,4.395626845,pilot,7,0.098039216,1,9,0,0,1,NA,4.409104653,4.422176753,4.395626845,0,PSDM fit
366,50,15,PFO2HxA,PFASs,0.65,-1,114.6666667,0.114666667,-0.57,0.47,0.46,0.73,0.9879,1.538,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.853247311,3.878792752,3.826104847,pilot column 11,10,NA,1,5,0,0,1,1,3.853247311,3.878792752,3.826104847,0,NA
367,50,32,PFO2HxA,PFASs,0.65,-1,114.6666667,0.11467,-0.57,0.47,0.46,0.73,0.9879,1.538,7.4,0.166666667,963,bituminous coal,Norit GAC 400,5.7,2.1,0.019,combined filter effluent,surface water,3.751816947,3.787849615,3.712522005,pilot column 13,10,NA,1,5,0,0,1,1,3.751816947,3.787849615,3.712522005,0,NA
368,50,36,PFO2HxA,PFASs,0.65,-1,114.6666667,0.11467,-0.57,0.47,0.46,0.73,0.9879,1.538,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.629959128,3.64126649,3.618349479,pilot column 10,10,NA,1,5,0,0,1,1,3.629959128,3.64126649,3.618349479,0,NA
369,50,22,PFO3OA,PFASs,-0.07,-1,49.75,0.04975,-0.78,0.47,0.46,0.93,1.2229,1.629,7,0.277777778,575,lignite coal,Hydrodarco 4000,5.7,2.1,0.019,combined filter effluent,surface water,4.151750371,4.183535831,4.117453563,pilot column 12,10,NA,1,5,0,0,1,1,4.151750371,4.183535831,4.117453563,0,NA
344,19,4,PFOA,PFASs,-4.2,-1,21.6,0.0216,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.27,0.859796438,933,bituminous coal,calgon F400,7.56,2.7,0.0259,well water,groundwater,4.367298205,4.396252733,4.336274496,pilot,10,0.098039216,1,8,0,0,1,0,4.367298205,4.396252733,4.336274496,0,NA
345,19,14,PFOA,PFASs,-4.2,-1,21.6,0.0216,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.53,0.1875,614,bituminous coal,calgon F600,7.56,2.7,0.0259,well water,groundwater,4.417578407,4.45767477,4.373400073,pilot,10,0.098039216,1,8,0,0,1,0,4.417578407,4.45767477,4.373400073,0,NA
346,19,34,PFOA,PFASs,-4.2,-1,21.6,0.0216,-0.88,-0.39,0.46,0.33,1.5757,3.297,8,0.238095238,785,coconut,Norit GCN 1240,7.56,2.7,0.0259,well water,groundwater,4.336904203,4.45451428,4.175109373,pilot,10,0.098039216,1,8,0,0,1,0,4.336904203,4.45451428,4.175109373,0,NA
57,35,10,PFOA,PFASs,-4.2,-1,138,0.138,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,8.4,5.4,0.184,surface water,surface water,2.681134404,2.760800353,2.583496322,CD-rssct,5.2,0.098039216,1,8,0,1,0,0,2.670403847,2.734136605,2.59229338,0,corrected
58,35,11,PFOA,PFASs,-4.2,-1,138,0.138,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,6.7,4.3,0.096,synthetic water,synthetic surface water,2.689172086,2.733322251,2.676278949,CD-rssct,5.2,0.098039216,1,8,0,1,0,0,2.676833992,2.712154124,2.666519482,0,corrected
59,35,12,PFOA,PFASs,-4.2,-1,138,0.138,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,7.5,7,0.162,waste water,WW impacted,3.10299354,3.183423469,3.004203744,CD-rssct,5.2,0.098039216,1,8,0,1,0,0,3.007891155,3.072235099,2.928859318,0,corrected
370,50,5,PFOA,PFASs,NA,-1,11.04166667,0.011041667,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,3.645470885,3.761634414,3.486415385,pilot column 10,10,NA,1,8,0,0,1,0,3.645470885,3.761634414,3.486415385,0,NA
114,52,NA,PFOA,PFASs,-4.2,-1,597.5,0.5975,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.630214235,NA,NA,PD-rssct,7.5,0.098039216,1,8,1,0,0,NA,4.229667711,NA,NA,0,corrected
120,52,NA,PFOA,PFASs,-4.2,-1,597.5,0.5975,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.839100782,NA,NA,PD-rssct,13,0.098039216,1,8,1,0,0,NA,4.396776949,NA,NA,0,corrected
382,57,4,PFOA,PFASs,-4.2,-1,241.9444444,0.2419,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.288087753,4.324160818,4.248744757,pilot,7,0.098039216,1,8,0,0,1,NA,4.288087753,4.324160818,4.248744757,0,PSDM fit
390,58,NA,PFOA,PFASs,NA,-1,555.8,0.5558,-0.88,-0.39,0.46,0.33,1.5757,3.297,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.506505032,NA,NA,full,13,NA,NA,NA,0,0,1,NA,4.506505032,NA,NA,0,added
208,61,4,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.875230546,4.904560984,4.843774856,"10min, LC",10,NA,1,8,0,1,0,0,4.42568076,4.44914511,4.400516208,0,NA
209,61,5,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.864905324,4.909873775,4.81473709,"17min, LC",17,NA,1,8,0,1,0,0,4.417420582,4.453395343,4.377285995,0,NA
210,61,30,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.861273662,4.893511699,4.826449302,"5min, LC",5,NA,1,8,0,1,0,0,4.414515253,4.440305682,4.386655765,0,NA
211,61,31,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,10,0.580645161,788,reactivated,CMR400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.774312578,4.829465784,4.711122141,"5min, LC",5,NA,1,8,0,1,0,0,4.344946386,4.38906895,4.294394036,0,NA
212,61,32,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,9.05,0.707317073,767,bituminous coal,HPC,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.734240881,4.767132207,4.698652901,"5min, LC",5,NA,1,8,0,1,0,0,4.312889028,4.339202089,4.284418644,0,NA
213,61,33,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.05,0.7,755,bituminous coal,Carbsorb40,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.804165131,4.822743325,4.784756547,"5min, LC",5,NA,1,8,0,1,0,0,4.368828428,4.383690983,4.353301561,0,NA
214,61,37,PFOA,PFASs,NA,-1,385,0.385,-0.88,-0.39,0.46,0.33,1.5757,3.297,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.462561549,4.515012594,4.402894348,"5min, LC",5,NA,1,8,0,1,0,0,4.095545563,4.137506399,4.047811801,0,NA
253,69,2,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.1,0.205,824,bituminous coal,calgon F400,7.5,0.88,0.008,GW1,groundwater,4.732048158,4.800011708,4.651439438,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.31113485,4.365505689,4.246647873,0,the gac properties are locally unique
254,69,4,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.1,0.205,824,bituminous coal,calgon F400,7.6,0.95,0.01,GW2,groundwater,5.098217085,5.115410713,5.080314606,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.604069991,4.617824894,4.589748008,0,the gac properties are locally unique
255,69,6,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.4,0.158163265,770,bituminous coal,Norit GAC 400,7.6,0.95,0.01,GW2,groundwater,4.738013223,4.788501206,4.680874192,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.315906901,4.356297288,4.270195677,0,the gac properties are locally unique
256,69,7,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.4,0.158163265,770,bituminous coal,Norit GAC 400,8.5,0.21,0.003,GW3,groundwater,5.186566581,5.201168286,5.171456812,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.674749588,4.686430952,4.662661772,0,the gac properties are locally unique
257,69,9,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.4,0.158163265,770,bituminous coal,Norit GAC 400,8.1,0.4,0.006,GW6,groundwater,5.445504512,5.451123004,5.439812378,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.881899932,4.886394727,4.877346226,0,the gac properties are locally unique
258,69,11,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,8,0.376237624,1011,coconut,AquaCarb 1230AWC,7.5,0.88,0.008,GW1,groundwater,3.787596718,3.865345735,3.692826231,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,3.555573697,3.617772911,3.479757308,0,the gac properties are locally unique
259,69,13,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.6,0.159090909,852,catalytic coconut,AquaCarb 1240CAT,8.5,0.21,0.003,GW3,groundwater,4.162124072,4.262038245,4.032131754,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,3.85519558,3.935126919,3.751201727,0,the gac properties are locally unique
260,69,15,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,7.2,0.214953271,755,catalytic bituminous carbon,Centaur 12<U+2009><U+2009>40,8.5,0.21,0.003,GW3,groundwater,4.938628246,4.956265158,4.92024466,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.47639892,4.490508449,4.461692051,0,the gac properties are locally unique
261,69,17,PFOA,PFASs,NA,-1,6.2,0.0062,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.6,0.034934498,573,lignite coal,Hydrodarco 4000,8.1,0.4,0.006,GW6,groundwater,4.778153661,4.808959069,4.744995193,CD-RSSCT,4.6,NA,NA,NA,0,1,0,NA,4.348019252,4.372663579,4.321492478,0,the gac properties are locally unique
262,77,9,PFOA,PFASs,NA,-1,180,0.18,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,7.5,7,0.162,WWTP 1,WW impacted,3.041392685,NA,NA,CD-rssct,5.2,NA,1,NA,0,1,0,NA,2.958610471,NA,NA,0,NA
263,77,10,PFOA,PFASs,NA,-1,290,0.29,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,7.9,6.3,0.16,WWTP 2,WW impacted,2.477121255,NA,NA,CD-rssct,5.2,NA,1,NA,0,1,0,NA,2.507193327,NA,NA,0,NA
264,77,12,PFOA,PFASs,NA,-1,470,0.47,-0.88,-0.39,0.46,0.33,1.5757,3.297,6.4,0.445603577,671,lignite coal,norit darco 1240,7.4,4.8,0.098,WWTP 4,WW impacted,3.230448921,NA,NA,CD-rssct,5.2,NA,1,NA,0,1,0,NA,3.10985546,NA,NA,0,NA
347,19,10,PFOS,PFASs,-3.32,-1,50.6,0.0506,-0.83,0.25,0.31,0.75,1.8763,4.945,8.27,0.859796438,933,bituminous coal,calgon F400,7.56,2.7,0.0259,well water,groundwater,4.524329718,4.573171219,4.469291128,pilot,10,0.115107914,1,8,0,0,1,0,4.524329718,4.573171219,4.469291128,0,NA
348,19,20,PFOS,PFASs,-3.32,-1,50.6,0.0506,-0.83,0.25,0.31,0.75,1.8763,4.945,8.53,0.1875,614,bituminous coal,calgon F600,7.56,2.7,0.0259,well water,groundwater,4.295691451,4.352366764,4.230493988,pilot,10,0.127659574,1,8,0,0,1,0,4.295691451,4.352366764,4.230493988,0,NA
60,35,16,PFOS,PFASs,-3.32,-1,153,0.153,-0.83,0.25,0.31,0.75,1.8763,4.945,6.4,0.445603577,671,lignite coal,norit darco 1240,8.4,5.4,0.184,surface water,surface water,3.404616447,3.629238114,2.91335865,CD-rssct,5.2,0.127659574,1,8,0,1,0,0,3.249189481,3.428886814,2.856183243,0,NA
61,35,17,PFOS,PFASs,-3.32,-1,153,0.153,-0.83,0.25,0.31,0.75,1.8763,4.945,6.4,0.445603577,671,lignite coal,norit darco 1240,6.7,4.3,0.096,synthetic water,synthetic surface water,3.287086376,3.488829327,2.898526486,CD-rssct,5.2,0.127659574,1,8,0,1,0,0,3.155165424,3.316559785,2.844317512,0,NA
62,35,18,PFOS,PFASs,-3.32,-1,153,0.153,-0.83,0.25,0.31,0.75,1.8763,4.945,6.4,0.445603577,671,lignite coal,norit darco 1240,7.5,7,0.162,waste water,WW impacted,3.214301367,3.355272325,3.004252861,CD-rssct,5.2,0.127659574,1,8,0,1,0,0,3.096937417,3.209714183,2.928898612,0,NA
371,50,7,PFOS,PFASs,NA,-1,11.80833333,0.011808333,-0.83,0.25,0.31,0.75,1.8763,4.945,8.29,0.859796438,933,bituminous coal,calgon F400,5.7,2.1,0.019,combined filter effluent,surface water,4.16702996,4.1780666,4.155705517,pilot column 10,10,NA,1,8,0,0,1,0,4.16702996,4.1780666,4.155705517,0,NA
115,52,NA,PFOS,PFASs,-3.32,-1,520,0.52,-0.83,0.25,0.31,0.75,1.8763,4.945,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.934841711,NA,NA,PD-rssct,7.5,0.127659574,1,8,1,0,0,NA,4.473369692,NA,NA,0,corrected
121,52,NA,PFOS,PFASs,-3.32,-1,520,0.52,-0.83,0.25,0.31,0.75,1.8763,4.945,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.992195509,NA,NA,PD-rssct,13,0.127659574,1,8,1,0,0,NA,4.51925273,NA,NA,0,corrected
383,57,9,PFOS,PFASs,-3.32,-1,260.5,0.2605,-0.83,0.25,0.31,0.75,1.8763,4.945,8.8,0.724304716,1468,bituminous coal,Norit 1240,6,2.02,0.032,OWASA,surface water,4.527702297,4.636893095,4.381490856,pilot,7,0.127659574,1,8,0,0,1,NA,4.527702297,4.636893095,4.381490856,0,PSDM fit
391,58,NA,PFOS,PFASs,NA,-1,845.2,0.8452,-0.83,0.25,0.31,0.75,1.8763,4.945,8.53,0.1875,614,bituminous coal,calgon F600,7,0.7,0.011,Oakdale MN,groundwater,4.530199698,NA,NA,full,13,NA,NA,NA,0,0,1,NA,4.530199698,NA,NA,0,added
215,61,10,PFOS,PFASs,NA,-1,265,0.265,-0.83,0.25,0.31,0.75,1.8763,4.945,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.996540985,5.038658561,4.94989587,"10min, LC",10,NA,1,8,0,1,0,0,4.522729111,4.556423172,4.485413019,0,NA
216,61,11,PFOS,PFASs,NA,-1,265,0.265,-0.83,0.25,0.31,0.75,1.8763,4.945,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.53,0.007685,groundwater AZ2,groundwater,4.929179321,4.962413553,4.893189527,"17min, LC",17,NA,1,8,0,1,0,0,4.46883978,4.495427166,4.440047945,0,NA
217,61,35,PFOS,PFASs,NA,-1,265,0.265,-0.83,0.25,0.31,0.75,1.8763,4.945,9.95,0.804878049,769,bituminous coal,calgon F400,7.2,0.78,0.010452,groundwater AZ1,groundwater,4.891072969,4.951221193,4.821234388,"5min, LC",5,NA,1,8,0,1,0,0,4.438354698,4.486473277,4.382483834,0,NA
